EISSN,Title,JCR Abbr,ISO Abbr,Med Abbr
1099-1514,OPTIMAL CONTROL APPLICATIONS & METHODS,OPTIM CONTR APPL MET,Optim. Control Appl. Methods,Optim Control Appl Methods
1097-4628,JOURNAL OF APPLIED POLYMER SCIENCE,J APPL POLYM SCI,J. Appl. Polym. Sci.,J Appl Polym Sci
2210-7185,Analytical Cellular Pathology,ANAL CELL PATHOL,Anal. Cell. Pathol.,Anal Cell Pathol (Amst)
2154-2317,IEEE Pulse,IEEE PULSE,IEEE Pulse,IEEE Pulse
1532-7841,Measurement in Physical Education and Exercise Science,MEAS PHYS EDUC EXERC,Meas. Phys. Educ. Exerc. Sci.,Meas Phys Educ Exerc Sci
0974-5165,Journal of Cytology,J CYTOL,J. Cytol.,J Cytol
2005-7814,Journal of Advanced Prosthodontics,J ADV PROSTHODONT,J. Adv. Prosthodont.,J Adv Prosthodont
1869-0327,Applied Clinical Informatics,APPL CLIN INFORM,Appl. Clin. Inform.,Appl Clin Inform
1759-9679,Analytical Methods,ANAL METHODS-UK,Anal. Methods,Anal Methods
1572-9354,CONSTRAINTS,CONSTRAINTS,Constraints,Constraints
1087-6553,CYBERNETICS AND SYSTEMS,CYBERNET SYST,Cybern. Syst.,Cybern Syst
1614-3116,ACTA MECHANICA SINICA,ACTA MECH SINICA-PRC,Acta Mech. Sin.,Acta Mech Sin
1674-8018,Protein & Cell,PROTEIN CELL,Protein Cell,Protein Cell
1879-1778,JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS,J COMPUT APPL MATH,J. Comput. Appl. Math.,J Comput Appl Math
1868-5145,Journal of Ambient Intelligence and Humanized Computing,J AMB INTEL HUM COMP,J. Ambient Intell. Humaniz. Comput.,J Ambient Intell Humaniz Comput
1527-2648,ADVANCED ENGINEERING MATERIALS,ADV ENG MATER,Adv. Eng. Mater.,Adv Eng Mater
1941-1391,Annual Review of Economics,ANNU REV ECON,Annu. Rev. Econ.,Annu Rev Econom
1573-7470,ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,ANN MATH ARTIF INTEL,Ann. Math. Artif. Intell.,Ann Math Artif Intell
1879-1786,JOURNAL OF CLEANER PRODUCTION,J CLEAN PROD,J. Clean Prod.,J Clean Prod
1943-0671,IEEE Embedded Systems Letters,IEEE EMBED SYST LETT,IEEE Embed. Syst. Lett.,IEEE Embed Syst Lett
1874-8953,Mathematical Geosciences,MATH GEOSCI,Math Geosci.,Math Geosci
1552-7816,JOURNAL OF TEACHER EDUCATION,J TEACH EDUC,J. Teach. Educ.,J Teach Educ
1879-1174,NDT & E INTERNATIONAL,NDT&E INT,NDT E Int.,NDT E Int
2153-2176,Childhood Obesity,CHILD OBES,Child Obes.,Child Obes
2093-4947,Journal of Ginseng Research,J GINSENG RES,J. Ginseng Res.,J Ginseng Res
1538-4837,Communication Disorders Quarterly,COMMUN DISORD Q,Comm. Disord. Q.,Commun Disord Q
1619-6937,ACTA MECHANICA,ACTA MECH,Acta Mech.,Acta Mech
2152-5250,Aging and Disease,AGING DIS,Aging Dis.,Aging Dis
1878-9307,Developmental Cognitive Neuroscience,DEV COGN NEUROS-NETH,Dev. Cogn. Neurosci.,Dev Cogn Neurosci
2156-7085,Biomedical Optics Express,BIOMED OPT EXPRESS,Biomed. Opt. Express,Biomed Opt Express
1557-1882,International Journal of Mental Health and Addiction,INT J MENT HEALTH AD,Int. J. Mental Health Addict.,Int J Ment Health Addict
1458-6126,Nordic Studies on Alcohol and Drugs,NORD STUD ALCOHOL DR,Nord. Stud. Alcohol Drugs,Nordisk Alkohol Nark
1573-2878,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,J OPTIMIZ THEORY APP,J. Optim. Theory Appl.,J Optim Theory Appl
1948-0210,World Journal of Stem Cells,WORLD J STEM CELLS,World J. Stem Cells,World J Stem Cells
1558-3791,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS,IEEE T CIRCUITS-II,IEEE Trans. Circuits Syst. II-Express Briefs,IEEE Trans Circuits Syst II Express Briefs
1757-7012,Wiley Interdisciplinary Reviews-RNA,WIRES RNA,Wiley Interdiscip. Rev.-RNA,Wiley Interdiscip Rev RNA
1573-7861,SOCIOLOGICAL FORUM,SOCIOL FORUM,Sociol. Forum,Sociol Forum (Randolph N J)
2035-3006,Mediterranean Journal of Hematology and Infectious Diseases,MEDITERR J HEMATOL I,Med. J. Hematol. Infect. Dis.,Mediterr J Hematol Infect Dis
1873-4812,JOURNAL OF NON-CRYSTALLINE SOLIDS,J NON-CRYST SOLIDS,J. Non-Cryst. Solids,J Non Cryst Solids
1941-4897,Journal of Geometric Mechanics,J GEOM MECH,J. Geom. Mech.,J Geom Mech
1687-9430,International Journal of Polymer Science,INT J POLYM SCI,Int. J. Polym. Sci.,Int J Polym Sci
1572-9761,LANDSCAPE ECOLOGY,LANDSCAPE ECOL,Landsc. Ecol.,Landsc Ecol
1471-6356,Annual Review of Applied Linguistics,ANNU REV APPL LINGUI,Annu. Rev. Appl. Linguist.,Annu Rev Appl Linguist
1099-1085,HYDROLOGICAL PROCESSES,HYDROL PROCESS,Hydrol. Process.,Hydrol Process
1526-551X,INTERFACES,INTERFACES,Interfaces,Interfaces (Providence)
2041-2851,AoB Plants,AOB PLANTS,Aob Plants,AoB Plants
2005-4483,Biomolecules & Therapeutics,BIOMOL THER,Biomol. Ther.,Biomol Ther (Seoul)
1178-7090,Journal of Pain Research,J PAIN RES,J. Pain Res.,J Pain Res
1467-6427,JOURNAL OF FAMILY THERAPY,J FAM THER,J. Fam. Ther.,J Fam Ther
1538-4772,JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS,J POSIT BEHAV INTERV,J. Posit. Behav. Interv.,J Posit Behav Interv
1303-2968,Journal of Sports Science and Medicine,J SPORT SCI MED,J. Sport. Sci. Med.,J Sports Sci Med
1464-5300,International Journal of Social Research Methodology,INT J SOC RES METHOD,Int. J. Soc. Res. Methodol.,Int J Soc Res Methodol
1573-7691,JOURNAL OF SCIENTIFIC COMPUTING,J SCI COMPUT,J. Sci. Comput.,J Sci Comput
1573-1111,JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,J INCL PHENOM MACRO,J. Incl. Phenom. Macrocycl. Chem.,J Incl Phenom Macrocycl Chem
1932-863X,Personality and Mental Health,PERSONAL MENT HEALTH,Personal. Ment. Health,Personal Ment Health
1873-7390,EUROPEAN JOURNAL OF MECHANICS B-FLUIDS,EUR J MECH B-FLUID,Eur. J. Mech. B-Fluids,Eur J Mech B Fluids
2040-7947,International Journal for Numerical Methods in Biomedical Engineering,INT J NUMER METH BIO,Int. J. Numer. Meth. Biomed.,Int J Numer Method Biomed Eng
1942-9541,Electronics and Communications in Japan,ELECTR COMMUN JPN,Electr. Commun. Jpn.,Electron Commun Jpn
2154-4212,Female Pelvic Medicine and Reconstructive Surgery,FEMALE PELVIC MED RE,Female Pelvic Med. Reconstr. Surg.,Female Pelvic Med Reconstr Surg
1879-081X,COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,COMP GEOM-THEOR APPL,Comput. Geom.-Theory Appl.,Comput Geom
1863-8260,TEST,TEST-SPAIN,Test,Test (Madr)
1472-4421,Early Years,EARLY YEARS-ABINGDON,Early Years,Early Years (Stoke-on-Trent)
1879-4076,Journal of Geriatric Oncology,J GERIATR ONCOL,J. Geriatr. Oncol.,J Geriatr Oncol
1573-7713,METHODOLOGY AND COMPUTING IN APPLIED PROBABILITY,METHODOL COMPUT APPL,Methodol. Comput. Appl. Probab.,Methodol Comput Appl Probab
1936-1351,American Journal of Criminal Justice,AM J CRIM JUSTICE,Am. J. Crim. Just.,Am J Crim Justice
1432-0444,DISCRETE & COMPUTATIONAL GEOMETRY,DISCRETE COMPUT GEOM,Discret. Comput. Geom.,Discrete Comput Geom
1433-3015,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,INT J ADV MANUF TECH,Int. J. Adv. Manuf. Technol.,Int J Adv Manuf Technol
1349-0540,POLYMER JOURNAL,POLYM J,Polym. J.,Polym J
1469-5847,EDUCATIONAL RESEARCH,EDUC RES-UK,Educ. Res.,Educ Res (Windsor)
1941-0611,Annual Review of Marine Science,ANNU REV MAR SCI,Annu. Rev. Mar. Sci.,Ann Rev Mar Sci
2167-5112,HERD-Health Environments Research & Design Journal,HERD-HEALTH ENV RES,Herd-Health Env. Res. Des. J.,HERD
1532-1738,FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,FOOD SCI TECHNOL INT,Food Sci. Technol. Int.,Food Sci Technol Int
2066-8643,Medical Ultrasonography,MED ULTRASON,Med. Ultrason.,Med Ultrason
1877-5764,Sexual & Reproductive Healthcare,SEX REPROD HEALTHC,Sex. Reprod. Healthc.,Sex Reprod Healthc
1876-4479,Journal of Crohns & Colitis,J CROHNS COLITIS,J. Crohns Colitis,J Crohns Colitis
2041-6539,Chemical Science,CHEM SCI,Chem. Sci.,Chem Sci
1178-6965,Journal of Asthma and Allergy,J ASTHMA ALLERGY,J. ASTHMA ALLERGY,J Asthma Allergy
2044-5423,BMJ Quality & Safety,BMJ QUAL SAF,BMJ Qual. Saf.,BMJ Qual Saf
1861-3837,Journal of Plant Diseases and Protection,J PLANT DIS PROTECT,J. Plant Dis. Prot.,J Plant Dis Prot (2006)
2093-6931,International Neurourology Journal,INT NEUROUROL J,Int. Neurourol. J.,Int Neurourol J
1178-7015,Clinical Cosmetic and Investigational Dermatology,CLIN COSMET INV DERM,CLIN. COSMET. INVESTIG. DERMATOL.,Clin Cosmet Investig Dermatol
1664-2295,Frontiers in Neurology,FRONT NEUROL,Front. Neurol.,Front Neurol
1874-5504,Neuroethics,NEUROETHICS-NETH,Neuroethics,Neuroethics
1612-4766,JOURNAL OF PEST SCIENCE,J PEST SCI,J. Pest Sci.,J Pest Sci (2004)
1878-5085,EPMA Journal,EPMA J,EPMA J.,EPMA J
1861-6909,European Review of Aging and Physical Activity,EUR REV AGING PHYS A,Eur. Rev. Aging Phys. Act.,Eur Rev Aging Phys Act
1464-3626,FORESTRY,FORESTRY,Forestry,Forestry (Lond)
1663-9812,Frontiers in Pharmacology,FRONT PHARMACOL,Front. Pharmacol.,Front Pharmacol
1744-2656,Evidence & Policy,EVID POLICY,Evid. Polciy,Evid Policy
1314-2003,PhytoKeys,PHYTOKEYS,PhytoKeys,PhytoKeys
2156-8944,ACS Combinatorial Science,ACS COMB SCI,ACS Comb. Sci.,ACS Comb Sci
1572-879X,CATALYSIS LETTERS,CATAL LETT,Catal. Lett.,Catal Letters
1029-0362,MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,MAR FRESHW BEHAV PHY,Mar. Freshw. Behav. Physiol.,Mar Freshw Behav Physiol
1557-8917,Advances in Inorganic Chemistry,ADV INORG CHEM,Adv. Inorg. Chem.,Adv Inorg Chem
1434-6036,EUROPEAN PHYSICAL JOURNAL B,EUR PHYS J B,Eur. Phys. J. B,Eur Phys J B
2156-5376,Advances in Nutrition,ADV NUTR,Adv. Nutr.,Adv Nutr
1939-5086,Wiley Interdisciplinary Reviews-Cognitive Science,WIRES COGN SCI,Wiley Interdiscip. Rev.-Cogn. Sci.,Wiley Interdiscip Rev Cogn Sci
2042-6410,Biology of Sex Differences,BIOL SEX DIFFER,Biol. Sex Differ.,Biol Sex Differ
1178-6973,Infection and Drug Resistance,INFECT DRUG RESIST,Infect. Drug Resistance,Infect Drug Resist
1664-042X,Frontiers in Physiology,FRONT PHYSIOL,Front. Physiol.,Front Physiol
1664-302X,Frontiers in Microbiology,FRONT MICROBIOL,Front. Microbiol.,Front Microbiol
1469-5073,Genetics Research,GENET RES,Genet. Res.,Genet Res (Camb)
1993-078X,Comparative Cytogenetics,COMP CYTOGENET,Comp. Cytogenet.,Comp Cytogenet
1680-7324,ATMOSPHERIC CHEMISTRY AND PHYSICS,ATMOS CHEM PHYS,Atmos. Chem. Phys.,Atmos Chem Phys
1664-1078,Frontiers in Psychology,FRONT PSYCHOL,Front. Psychol.,Front Psychol
1087-6545,APPLIED ARTIFICIAL INTELLIGENCE,APPL ARTIF INTELL,Appl. Artif. Intell.,Appl Artif Intell
1867-3899,ChemCatChem,CHEMCATCHEM,ChemCatChem,ChemCatChem
1574-0862,AGRICULTURAL ECONOMICS,AGR ECON-BLACKWELL,Agric. Econ.,Agric Econ
1872-7115,Future Generation Computer Systems-The International Journal of eScience,FUTURE GENER COMP SY,Futur. Gener. Comp. Syst.,Future Gener Comput Syst
1868-7083,Clinical Epigenetics,CLIN EPIGENETICS,Clin. Epigenetics,Clin Epigenetics
1868-6966,Cancer Nanotechnology,CANCER NANOTECHNOL,Cancer Nanotechnol.,Cancer Nanotechnol
1468-0432,GENDER WORK AND ORGANIZATION,GENDER WORK ORGAN,Gend. Work. Organ.,Gend Work Organ
2045-709X,Chiropractic & Manual Therapies,CHIROPR MAN THER,Chiropr. Man. Ther.,Chiropr Man Therap
1532-2289,SPECTROSCOPY LETTERS,SPECTROSC LETT,Spectr. Lett.,Spectrosc Lett
1873-1252,OPTICAL MATERIALS,OPT MATER,Opt. Mater.,Opt Mater (Amst)
1552-7565,QUALITATIVE INQUIRY,QUAL INQ,Qual. Inq.,Qual Inq
1741-3109,Qualitative Research,QUAL RES,Qual. Res.,Qual Res
1759-7218,Therapeutic Advances in Musculoskeletal Disease,THER ADV MUSCULOSKEL,Ther. Adv. Musculoskelet. Dis.,Ther Adv Musculoskelet Dis
2073-4360,Polymers,POLYMERS-BASEL,Polymers,Polymers (Basel)
1744-5051,MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,MATH COMP MODEL DYN,Math. Comput. Model. Dyn. Syst.,Math Comput Model Dyn Syst
1879-2081,INTERNATIONAL JOURNAL OF REFRIGERATION-REVUE INTERNATIONALE DU FROID,INT J REFRIG,Int. J. Refrig.-Rev. Int. Froid,Int J Refrig
1875-8835,INTEGRATED COMPUTER-AIDED ENGINEERING,INTEGR COMPUT-AID E,Integr. Comput.-Aided Eng.,Integr Comput Aided Eng
2013-8830,SORT-Statistics and Operations Research Transactions,SORT-STAT OPER RES T,SORT-Stat. Oper. Res. Trans.,Sort (Barc)
1439-863X,LIMNOLOGY,LIMNOLOGY,Limnology,Limnology (Tokyo)
2041-7314,Journal of Tissue Engineering,J TISSUE ENG,J. Tissue Eng.,J Tissue Eng
2081-6936,Translational Neuroscience,TRANSL NEUROSCI,Transl. Neurosci.,Transl Neurosci
2190-4286,Beilstein Journal of Nanotechnology,BEILSTEIN J NANOTECH,Beilstein J. Nanotechnol.,Beilstein J Nanotechnol
1756-2880,Therapeutic Advances in Urology,THER ADV UROL,Ther. Adv. Urol.,Ther Adv Urol
2210-741X,Clinics and Research in Hepatology and Gastroenterology,CLIN RES HEPATOL GAS,Clin. Res. Hepatol. Gastroenterol.,Clin Res Hepatol Gastroenterol
1754-5706,Energy & Environmental Science,ENERG ENVIRON SCI,Energy Environ. Sci.,Energy Environ Sci
2045-8118,Fluids and Barriers of the CNS,FLUIDS BARRIERS CNS,Fluids Barriers CNS,Fluids Barriers CNS
2090-2387,Arab Journal of Gastroenterology,ARAB J GASTROENTEROL,Arab J. Gastroenterol.,Arab J Gastroenterol
2046-1682,BMC Biophysics,BMC BIOPHYS,BMC Biophys.,BMC Biophys
2210-7711,International Journal of Clinical Pharmacy,INT J CLIN PHARM-NET,"Int. J. Clin. Phar,.",Int J Clin Pharm
2211-3436,CELLULAR ONCOLOGY,CELL ONCOL,Cell. Oncol.,Cell Oncol (Dordr)
1664-0640,Frontiers in Psychiatry,FRONT PSYCHIATRY,Front. Psychiatry,Front Psychiatry
1948-9358,World Journal of Diabetes,WORLD J DIABETES,World J. Diabetes,World J Diabetes
1735-7136,Journal of Research in Medical Sciences,J RES MED SCI,J. Res. Med. Sci.,J Res Med Sci
2000-2297,Journal of Oral Microbiology,J ORAL MICROBIOL,J. Oral Microbiology,J Oral Microbiol
2042-8901,Interface Focus,INTERFACE FOCUS,Interface Focus,Interface Focus
2233-6087,Diabetes & Metabolism Journal,DIABETES METAB J,Diabetes Metab. J.,Diabetes Metab J
1662-0879,SWISS JOURNAL OF PSYCHOLOGY,SWISS J PSYCHOL,Swiss J. Psychol.,Swiss J Psychol
1573-1928,Social Psychology of Education,SOC PSYCHOL EDUC,Soc. Psychol. Educ.,Soc Psychol Educ
2190-6009,Journal of Cachexia Sarcopenia and Muscle,J CACHEXIA SARCOPENI,J. Cachexia Sarcopenia Muscle,J Cachexia Sarcopenia Muscle
1752-2447,Psychosis-Psychological Social and Integrative Approaches,PSYCHOSIS,Psychosis,Psychosis
1097-024X,SOFTWARE-PRACTICE & EXPERIENCE,SOFTWARE PRACT EXPER,Softw.-Pract. Exp.,Softw Pract Exp
2095-0225,Frontiers of Medicine,FRONT MED-PRC,Front. Med.,Front Med
1947-5543,Biopreservation and Biobanking,BIOPRESERV BIOBANK,Biopreserv. Biobank.,Biopreserv Biobank
1754-2103,Applied Bionics and Biomechanics,APPL BIONICS BIOMECH,Appl. Bionics Biomech.,Appl Bionics Biomech
2156-6976,American Journal of Cancer Research,AM J CANCER RES,Am. J. Cancer Res.,Am J Cancer Res
1873-5703,European Journal of Political Economy,EUR J POLIT ECON,Eur. J. Polit. Econ.,Eur J Polit Econ
1726-801X,BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,B CHEM SOC ETHIOPIA,Bull. Chem. Soc. Ethiop.,Bull Chem Soc Ethiop
1573-059X,MARKETING LETTERS,MARKET LETT,Mark. Lett.,Mark Lett
1872-6933,DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,Data Knowl. Eng.,Data Knowl Eng
1528-8889,JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,J ENG MATER-T ASME,J. Eng. Mater. Technol.-Trans. ASME,J Eng Mater Technol
1873-5797,DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,Decis. Support Syst.,Decis Support Syst
1528-901X,JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,J FLUID ENG-T ASME,J. Fluids Eng.-Trans. ASME,J Fluids Eng
1879-274X,SURFACE SCIENCE REPORTS,SURF SCI REP,Surf. Sci. Rep.,Surf Sci Rep
1827-160X,MINERVA BIOTECNOLOGICA,MINERVA BIOTECNOL,Minerva Biotechnol.,Minerva Biotecnol
1873-1945,EUROPEAN POLYMER JOURNAL,EUR POLYM J,Eur. Polym. J.,Eur Polym J
1572-8471,Foundations of Science,FOUND SCI,Found. Sci.,Found Sci
1873-1228,JOURNAL OF SYSTEMS AND SOFTWARE,J SYST SOFTWARE,J. Syst. Softw.,J Syst Softw
1941-1294,IEEE INTELLIGENT SYSTEMS,IEEE INTELL SYST,IEEE Intell. Syst.,IEEE Intell Syst
1539-1663,VADOSE ZONE JOURNAL,VADOSE ZONE J,Vadose Zone J.,Vadose Zone J
1878-7657,European Geriatric Medicine,EUR GERIATR MED,Eur. Geriatr. Med.,Eur Geriatr Med
1876-1089,Journal of the Taiwan Institute of Chemical Engineers,J TAIWAN INST CHEM E,J. Taiwan Inst. Chem. Eng.,J Taiwan Inst Chem Eng
1572-9796,Natural Computing,NAT COMPUT,Nat. Comput.,Nat Comput
1945-7553,JOURNAL OF TESTING AND EVALUATION,J TEST EVAL,J. Test. Eval.,J Test Eval
1875-6298,MINI-REVIEWS IN ORGANIC CHEMISTRY,MINI-REV ORG CHEM,Mini-Rev. Org. Chem.,Mini Rev Org Chem
1941-4919,Nanoscience and Nanotechnology Letters,NANOSCI NANOTECH LET,Nanosci. Nanotechnol. Lett.,Nanosci Nanotechnol Lett
1477-2299,HIGH PRESSURE RESEARCH,HIGH PRESSURE RES,High Pressure Res.,High Press Res
2040-6231,Therapeutic Advances in Chronic Disease,THER ADV CHRONIC DIS,Ther. Adv. Chronic Dis.,Ther Adv Chronic Dis
1931-3195,Journal of Applied Remote Sensing,J APPL REMOTE SENS,J. Appl. Remote Sens.,J Appl Remote Sens
1532-4222,Quality Engineering,QUAL ENG,Qual. Eng.,Qual Eng
1878-7797,Nano Communication Networks,NANO COMMUN NETW,Nano Commun.Netw.,Nano Commun Netw
2190-5029,History of Geo- and Space Sciences,HIST GEO- SPACE SCI,Hist. Geo- Space Sci.,Hist Geo Space Sci
2042-6984,International Forum of Allergy & Rhinology,INT FORUM ALLERGY RH,Int. Forum Allergy Rhinol.,Int Forum Allergy Rhinol
2152-081X,Psychology of Violence,PSYCHOL VIOLENCE,Psychol. Violence,Psychol Violence
1667-6726,Journal of Applied Economics,J APPL ECON,J. Appl. Econ.,J Appl Econ
1879-3347,SURFACE & COATINGS TECHNOLOGY,SURF COAT TECH,Surf. Coat. Technol.,Surf Coat Technol
2150-7058,Remote Sensing Letters,REMOTE SENS LETT,Remote Sens. Lett.,Remote Sens Lett
1838-7640,Theranostics,THERANOSTICS,Theranostics,Theranostics
1553-524X,DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B,DISCRETE CONT DYN-B,Discrete Contin. Dyn. Syst.-Ser. B,Discrete Continuous Dyn Syst Ser B
1616-8534,Topics in Organometallic Chemistry,TOP ORGANOMETAL CHEM,Top. Organomet. Chem.,Top Organomet Chem
1873-6955,CONTINENTAL SHELF RESEARCH,CONT SHELF RES,Cont. Shelf Res.,Cont Shelf Res
1776-3371,JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES,J MATH PURE APPL,J. Math. Pures Appl.,J Math Pures Appl
1873-5568,MICROELECTRONIC ENGINEERING,MICROELECTRON ENG,Microelectron. Eng.,Microelectron Eng
1872-695X,GEOMORPHOLOGY,GEOMORPHOLOGY,Geomorphology,Geomorphology (Amst)
1552-7794,Journal of Sports Economics,J SPORT ECON,J. Sport. Econ.,J Sports Econom
2092-7843,BioChip Journal,BIOCHIP J,BioChip J.,Biochip J
1873-0191,Materials Science & Engineering C-Materials for Biological Applications,MAT SCI ENG C-MATER,Mater. Sci. Eng. C-Mater. Biol. Appl.,Mater Sci Eng C Mater Biol Appl
1521-0693,Reading & Writing Quarterly,READ WRIT Q,Read. Writ. Q.,Read Writ Q
1471-5449,RESEARCH EVALUATION,RES EVALUAT,Res. Evaluat.,Res Eval
2041-2096,Methods in Ecology and Evolution,METHODS ECOL EVOL,Methods Ecol. Evol.,Methods Ecol Evol
2190-3948,Drug Delivery and Translational Research,DRUG DELIV TRANSL RE,Drug Deliv. Transl. Res.,Drug Deliv Transl Res
2042-0196,Therapeutic Advances in Endocrinology and Metabolism,THER ADV ENDOCRINOL,Ther. Adv. Endocrinol. Metab.,Ther Adv Endocrinol Metab
1470-6431,International Journal of Consumer Studies,INT J CONSUM STUD,Int. J. Consum. Stud.,Int J Consum Stud
1872-8235,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,ISPRS J PHOTOGRAMM,ISPRS-J. Photogramm. Remote Sens.,ISPRS J Photogramm Remote Sens
1938-7849,Journal of Transport and Land Use,J TRANSP LAND USE,J. Transp. Land Use,J Transp Land Use
1759-7277,Biofuels-UK,BIOFUELS-UK,Biofuels-UK,Biofuels
1309-1042,Atmospheric Pollution Research,ATMOS POLLUT RES,Atmos. Pollut. Res.,Atmos Pollut Res
1613-9860,Translational Behavioral Medicine,TRANSL BEHAV MED,Transl. Behav. Med.,Transl Behav Med
2008-238X,Iranian Journal of Parasitology,IRAN J PARASITOL,Iran. J. Parasitol.,Iran J Parasitol
1864-3361,Survey Research Methods,SURV RES METHODS-GER,Surv. Res. Methods,Surv Res Methods
1573-7721,MULTIMEDIA TOOLS AND APPLICATIONS,MULTIMED TOOLS APPL,Multimed. Tools Appl.,Multimed Tools Appl
1943-1562,Psychology of Religion and Spirituality,PSYCHOL RELIG SPIRIT,Psychol. Relig. Spiritual.,Psycholog Relig Spiritual
1088-6826,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,P AM MATH SOC,Proc. Amer. Math. Soc.,Proc Am Math Soc
1996-1944,Materials,MATERIALS,Materials,Materials (Basel)
1878-7274,Communications in Nonlinear Science and Numerical Simulation,COMMUN NONLINEAR SCI,Commun. Nonlinear Sci. Numer. Simul.,Commun Nonlinear Sci Numer Simul
1467-6435,KYKLOS,KYKLOS,Kyklos,Kyklos (Oxford)
2045-8940,Pulmonary Circulation,PULM CIRC,Pulm. Circ.,Pulm Circ
2151-2604,Zeitschrift fur Psychologie-Journal of Psychology,Z PSYCHOL,Z. Psychol.-J. Psychol.,Z Psychol
1879-2715,VACUUM,VACUUM,Vacuum,Vacuum
2210-6359,IMA Fungus,IMA FUNGUS,IMA Fungus,IMA Fungus
1664-5502,CardioRenal Medicine,CARDIORENAL MED,CardioRenal Med.,Cardiorenal Med
2040-8986,Journal of Optics,J OPTICS-UK,J. Opt.,J Opt
1961-9502,Knowledge and Management of Aquatic Ecosystems,KNOWL MANAG AQUAT EC,Knowl. Manag. Aquat. Ecosyst.,Knowl Manag Aquat Ecosyst
2219-679X,Journal of Gastrointestinal Oncology,J GASTROINTEST ONCOL,J. Gastrointest. Oncol.,J Gastrointest Oncol
1867-1632,Mycotoxin Research,MYCOTOXIN RES,Mycotoxin Res.,Mycotoxin Res
0949-877X,VLDB JOURNAL,VLDB J,VLDB J.,VLDB J
2115-7863,Geriatrie et Psychologie Neuropsychiatrie de Vieillissement,GERIATR PSYCHOL NEUR,Geriatr. Psychol. Neuropsychiat. Vieil.,Geriatr Psychol Neuropsychiatr Vieil
1879-0496,CORROSION SCIENCE,CORROS SCI,Corrosion Sci.,Corros Sci
1735-3408,Hepatitis Monthly,HEPAT MON,Hepat. Mon.,Hepat Mon
2213-7106,SAUDI JOURNAL OF BIOLOGICAL SCIENCES,SAUDI J BIOL SCI,Saudi J. Biol. Sci.,Saudi J Biol Sci
1664-2392,Frontiers in Endocrinology,FRONT ENDOCRINOL,Front. Endocrinol.,Front Endocrinol (Lausanne)
1939-019X,CANADIAN JOURNAL OF CHEMICAL ENGINEERING,CAN J CHEM ENG,Can. J. Chem. Eng.,Can J Chem Eng
1744-6570,PERSONNEL PSYCHOLOGY,PERS PSYCHOL,Pers. Psychol.,Pers Psychol
1573-1510,ENVIRONMENTAL FLUID MECHANICS,ENVIRON FLUID MECH,Environ. Fluid Mech.,Environ Fluid Mech (Dordr)
1873-2577,WEAR,WEAR,Wear,Wear
1557-1211,JOURNAL OF MANAGEMENT,J MANAGE,J. Manag.,J Manage
1469-8722,WORK EMPLOYMENT AND SOCIETY,WORK EMPLOY SOC,Work Employ. Soc.,Work Employ Soc
2040-2511,MedChemComm,MEDCHEMCOMM,MedChemComm,Medchemcomm
2045-7979,Epidemiology and Psychiatric Sciences,EPIDEMIOL PSYCH SCI,Epidemiol. Psychiatr. Sci.,Epidemiol Psychiatr Sci
1873-2208,PROGRESS IN MATERIALS SCIENCE,PROG MATER SCI,Prog. Mater. Sci.,Prog Mater Sci
1932-5134,Journal of Micro-Nanolithography MEMS and MOEMS,J MICRO-NANOLITH MEM,J. Micro-Nanolithogr. MEMS MOEMS,J Micro Nanolithogr MEMS MOEMS
1467-9906,JOURNAL OF URBAN AFFAIRS,J URBAN AFF,J. Urban Aff.,J Urban Aff
1664-8021,Frontiers in Genetics,FRONT GENET,Front. Genet.,Front Genet
1556-1631,Metacognition and Learning,METACOGN LEARN,Metacogn. Learn.,Metacogn Learn
